"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","2-7-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女，年齢（5歳階級），国籍総数か日本人別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","","","","","","","/年齢 コード","00","01","02","03","04","05","06","07","08","09","10","11","12","13","14","15","16","17","18","19","20","21","22","R1","R2","R3","R4","R5","R6"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34324","（旧：湯来町）","","5,253","100","143","124","135","111","119","133","222","196","252","296","335","463","627","676","450","343","290","172","40","6","20","367","2,262","2,604","1,301","508","2,754"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34202","呉市","","214,592","6,485","7,901","8,651","9,390","9,243","8,884","9,220","10,382","12,510","15,779","13,693","12,649","12,495","14,587","19,427","16,165","11,788","8,330","3,997","1,190","222","1,604","23,037","114,245","75,706","41,692","13,739","119,442"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3420B","（旧：呉市）","","176,211","5,731","6,914","7,460","8,289","8,205","7,796","8,028","8,857","10,827","13,567","11,497","10,320","9,598","10,934","14,886","12,476","9,082","6,205","2,946","910","166","1,517","20,105","96,984","57,605","31,785","10,227","99,629"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34311","（旧：音戸町）","","10,616","208","290","315","327","321","344","365","415","473","601","592","687","779","967","1,232","1,019","761","553","269","77","12","9","813","4,904","4,890","2,691","911","5,544"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34312","（旧：倉橋町）","","4,676","69","81","101","79","102","117","132","152","171","240","248","274","380","519","596","507","401","314","144","37","9","3","251","1,895","2,527","1,412","504","2,335"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34313","（旧：下蒲刈町）","","1,288","16","18","27","36","20","21","42","34","49","65","75","88","102","133","163","128","92","96","58","19","5","1","61","532","694","398","178","629"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34314","（旧：蒲刈町）","","1,423","14","22","27","21","22","13","21","33","42","63","62","72","111","182","213","158","151","123","59","11","3","-","63","460","900","505","196","621"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34423","（旧：安浦町）","","9,885","237","309","366","346","297","302","322","424","470","647","652","612","772","858","1,062","860","568","436","211","69","17","48","912","4,844","4,081","2,161","733","5,356"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34424","（旧：川尻町）","","7,796","191","246","298","250","258","268","283","413","426","505","460","472","593","696","868","653","387","311","152","36","6","24","735","3,928","3,109","1,545","505","4,374"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34425","（旧：豊浜町）","","1,172","9","12","25","19","3","6","8","22","14","27","41","47","92","138","160","173","156","136","68","14","1","1","46","279","846","548","219","398"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34426","（旧：豊町）","","1,525","10","9","32","23","15","17","19","32","38","64","66","77","68","160","247","191","190","156","90","17","3","1","51","419","1,054","647","266","556"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34203","竹原市","","23,993","571","686","869","876","687","786","809","961","1,242","1,607","1,568","1,492","1,615","2,007","2,478","2,007","1,560","1,162","616","218","34","142","2,126","11,643","10,082","5,597","2,030","12,774"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34204","三原市","","90,573","2,805","3,711","3,922","3,972","3,273","3,392","3,910","4,538","5,185","6,542","5,437","5,383","5,845","7,068","7,984","5,958","4,629","3,757","2,078","613","95","476","10,438","47,477","32,182","17,130","6,543","50,573"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3420C","（旧：三原市）","","71,052","2,272","2,957","3,038","3,162","2,654","2,627","3,146","3,640","4,098","5,322","4,446","4,270","4,490","5,370","6,082","4,634","3,580","2,809","1,545","442","66","402","8,267","37,855","24,528","13,076","4,862","40,063"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34407","（旧：大和町）","","5,123","85","170","215","299","132","193","171","179","228","258","277","329","363","452","486","374","342","316","184","52","13","5","470","2,429","2,219","1,281","565","2,582"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34421","（旧：本郷町）","","10,451","369","460","515","399","427","481","465","583","676","739","543","567","648","844","926","626","461","373","208","65","11","65","1,344","5,528","3,514","1,744","657","5,973"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34442","（旧：久井町）","","3,947","79","124","154","112","60","91","128","136","183","223","171","217","344","402","490","324","246","259","141","54","5","4","357","1,665","1,921","1,029","459","1,955"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34205","尾道市","","131,170","3,990","4,985","5,338","5,413","4,741","5,154","5,851","6,718","7,439","8,967","7,737","7,581","8,733","10,115","11,746","9,490","6,990","5,436","2,840","894","130","882","14,313","68,334","47,641","25,780","9,300","73,036"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3420D","（旧：尾道市）","","82,354","2,872","3,505","3,633","3,677","3,426","3,380","3,829","4,399","4,963","5,941","5,156","4,768","5,172","5,798","6,621","5,364","3,915","3,134","1,516","488","78","719","10,010","44,711","26,914","14,495","5,216","46,832"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34206","（旧：因島市）","","21,714","463","575","693","702","631","841","893","1,046","1,106","1,284","1,054","1,219","1,633","2,011","2,453","1,888","1,356","991","593","182","22","78","1,731","10,409","9,496","5,032","1,788","11,718"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34430","（旧：瀬戸田町）","","7,587","135","233","248","213","170","273","363","362","372","433","330","376","529","727","858","693","522","407","224","80","13","26","616","3,421","3,524","1,939","724","3,935"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34441","（旧：御調町）","","6,426","157","210","258","264","169","228","245","272","307","420","364","401","492","575","582","443","363","340","241","80","11","4","625","3,162","2,635","1,478","672","3,473"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34444","（旧：向島町）","","13,089","363","462","506","557","345","432","521","639","691","889","833","817","907","1,004","1,232","1,102","834","564","266","64","6","55","1,331","6,631","5,072","2,836","900","7,078"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34207","福山市","","460,930","18,229","20,915","21,511","20,801","20,464","21,949","23,941","26,420","30,144","35,478","28,868","25,960","26,358","30,457","34,111","26,584","19,094","13,052","6,528","1,999","342","7,725","60,655","260,383","132,167","67,599","21,921","270,039"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3420E","（旧：福山市）","","385,138","15,405","17,403","17,880","17,521","17,658","18,919","20,242","22,206","25,287","29,755","24,382","21,817","21,929","25,159","27,769","21,554","15,514","10,614","5,171","1,573","262","7,118","50,688","219,716","107,616","54,688","17,620","227,354"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34481","（旧：内海町）","","2,248","33","43","59","43","47","46","55","93","94","113","108","134","170","258","263","214","154","177","105","31","2","6","135","903","1,204","683","315","1,118"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34482","（旧：沼隈町）","","10,485","309","421","445","414","433","477","628","588","589","679","514","603","634","821","906","677","537","389","245","86","17","73","1,175","5,559","3,678","1,951","737","5,966"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34501","（旧：神辺町）","","44,039","1,967","2,271","2,229","2,018","1,718","1,887","2,228","2,580","3,028","3,575","2,662","2,230","2,383","2,804","3,453","2,788","1,845","1,143","609","173","36","412","6,467","24,309","12,851","6,594","1,961","25,095"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34524","（旧：新市町）","","19,020","515","777","898","805","608","620","788","953","1,146","1,356","1,202","1,176","1,242","1,415","1,720","1,351","1,044","729","398","136","25","116","2,190","9,896","6,818","3,683","1,288","10,506"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34208","府中市","","37,655","988","1,338","1,596","1,438","1,229","1,363","1,479","1,728","2,116","2,705","2,361","2,339","2,526","3,047","3,421","2,801","2,204","1,638","916","299","45","78","3,922","19,284","14,371","7,903","2,898","20,893"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3420F","（旧：府中市）","","33,410","920","1,214","1,438","1,293","1,145","1,260","1,340","1,574","1,895","2,468","2,148","2,097","2,171","2,573","3,010","2,487","1,914","1,374","733","240","39","77","3,572","17,391","12,370","6,787","2,386","18,671"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34561","（旧：上下町）","","4,245","68","124","158","145","84","103","139","154","221","237","213","242","355","474","411","314","290","264","183","59","6","1","350","1,893","2,001","1,116","512","2,222"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34209","三次市","","50,681","1,686","2,051","2,210","2,003","1,464","1,928","2,194","2,540","2,939","3,411","2,874","2,897","3,435","3,930","4,261","3,065","2,630","2,422","1,535","502","92","612","5,947","25,685","18,437","10,246","4,551","27,612"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","3420G","（旧：三次市）","","35,775","1,365","1,571","1,658","1,531","1,139","1,568","1,688","1,968","2,238","2,535","2,147","2,015","2,269","2,492","2,669","1,942","1,635","1,463","919","295","64","604","4,594","19,098","11,479","6,318","2,741","20,059"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34563","（旧：甲奴町）","","2,224","47","70","75","78","40","50","67","90","95","141","108","121","168","183","211","147","158","186","143","40","6","-","192","958","1,074","680","375","1,063"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34581","（旧：君田村）","","1,397","25","46","65","43","22","39","35","64","84","85","65","81","127","144","136","88","66","84","70","22","5","1","136","645","615","335","181","746"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34582","（旧：布野村）","","1,296","40","53","41","35","25","24","46","59","64","59","70","51","112","151","164","95","84","71","39","13","-","-","134","545","617","302","123","661"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34583","（旧：作木村）","","1,174","27","37","41","45","20","24","31","33","53","68","54","59","79","127","127","99","87","82","47","29","5","-","105","466","603","349","163","548"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34584","（旧：吉舎町）","","3,319","56","101","117","109","82","78","110","110","159","205","165","193","248","329","364","280","238","200","124","43","5","3","274","1,459","1,583","890","372","1,679"
"2020_01","人口【人】","2020000000","2020年","0","総数","0","国籍総数","34585","（旧：三良坂町）","","2,954","82","108","141","93","82","89","138","129","132","195","148","200","242","259","304","204","163","141","80","20","3","1","331","1,448","1,174","611","244","1,614"
